,p value
GTF2H2,0.524588094
GTF2H3,0.489810518
GTF2H4,0.35224623
GTF2I,0.987869493
GTF2IP1,0.911758227
GTF3A,0.781899607
BRF1,0.458889016
GTF3C1,0.425443226
GTF3C2,0.667120116
GUCY1A1,0.019344818
GUCY1B1,0.018685705
GUK1,0.147906227
GUSB,0.502490846
GYG1,0.781140472
GYPC,0.526758806
GYPE,0.704553396
GYS1,0.416145127
H1-0,0.548676439
H1-2,0.564381152
H1-3,0.725746386
H1-4,0.230929416
H1-5,0.713137819
H2AC8,0.641642749
H2AC7,0.939861817
H2AX,0.310795155
H2AZ1,0.682626665
H2BC5,0.274482591
H2BC3,0.764742848
H3-3A,0.030612427
H3-3B,0.054986011
H1-1,0.506512462
HSD17B10,0.491197025
HAGH,0.613260294
HADHA,0.20366837
HADHB,0.602614504
HADH,0.957693529
HARS1,0.348707344
HBD,0.251239468
HCCS,0.904122089
SERPIND1,0.189609089
HCFC1,0.358945622
HCK,0.481749051
HCLS1,0.230433128
HTT,0.734802563
HDAC1,0.540296136
HDAC2,0.336078498
HDGF,0.021188329
HDLBP,0.796360665
HELLS,0.46300806
NCKAP1L,0.490932263
HEXA,0.796955839
HEXB,0.112384389
HFE,0.641004272
HGF,0.427153835
HHEX,0.549788059
HIC1,0.845737748
HIF1A,0.429985133
HIP1,0.890776085
UBE2K,0.774400667
HINT1,0.264052716
HIVEP1,0.799395402
HIVEP2,0.303285139
HK1,0.550917819
HK2,0.127586933
HK3,0.799891263
ZBTB48,0.313754904
HLA-A,0.322344288
HLA-B,0.41872349
HLA-C,0.546056552
HLA-DMA,0.51448965
HLA-DMB,0.53470597
MNX1,0.812655725
HLA-DOA,0.383207892
HLA-DOB,0.88055902
HLA-DPA1,0.565811289
HLA-DPB1,0.803003195
HLA-DPB2,0.44022216
HLA-DQA1,0.035236017
HLA-DQA2,0.820210671
HLA-DQB1,0.186331828
HLA-DQB2,0.915254115
HLA-DRA,0.339448807
HLA-DRB1,0.281603452
HLA-DRB5,0.549710654
HLA-DRB6,0.786058285
HLA-E,0.807290904
HLA-F,0.568807218
HLA-G,0.096728907
HLA-H,0.570240113
HLA-J,0.007253666
HLA-K,0.042705247
HLA-L,0.06607281
MR1,0.239642452
HLCS,0.581560436
HMBS,0.176604296
HMGB1,0.412487153
HMGB2,0.910679873
HMGB3,0.274562558
HMGN1,0.385059584
HMGN2,0.759393024
HMGCL,0.639583705
HMGCR,0.435455367
HMGCS1,0.878424827
HMGA1,0.379481278
HMMR,0.391433254
HMOX1,0.85952592
HMOX2,0.167081305
NR4A1,0.462152427
HMX2,0.759513261
FOXA3,0.561784421
HNF4G,0.712100845
HNMT,0.921207675
SLC29A2,0.563602766
HNRNPA1,0.061902235
HNRNPA2B1,0.00714222
HNRNPAB,0.913224773
HNRNPC,0.263340387
HNRNPD,0.357830501
HNRNPF,0.648274262
HNRNPH1,0.315187797
HNRNPH2,0.014633461
HNRNPH3,0.163594699
HNRNPK,0.957947675
HNRNPL,0.046456183
HNRNPU,0.065639813
HOXA1,0.435221406
HOXB2,0.850995853
HOXB3,0.550713879
HOXB4,0.173830238
HOXB7,0.470068197
HOXC4,0.960877542
HPCAL1,0.199867832
HPRT1,0.869745226
HPS1,0.746729504
HRAS,0.365659361
AGFG1,0.950877223
AGFG2,0.362732014
PRMT2,0.565376633
PRMT1,0.161391691
HES1,0.777047395
HSBP1,0.521954128
HSD17B4,0.047670807
HSF1,0.208473505
HSF2,0.468310604
HSF4,0.696362163
DNAJB2,0.709788078
DNAJA1,0.103538359
HSPA1A,0.346145173
HSPA1B,0.388249511
HSPA1L,0.983484102
HSPA2,0.230895537
HSPA4,0.145258656
HSPA5,0.283301976
HSPA6,0.064197839
HSPA7,0.041970563
HSPA8,0.456903982
HSPA9,0.405488316
HSPB1,0.688728473
HSP90AA1,0.012062917
IGSF3,0.738669871
HSP90AA2P,0.080910895
HSP90AB1,0.245654385
HSP90AB3P,0.156741335
HSPD1,0.504001307
HSPE1,0.98693003
DNAJB1,0.791134091
DNAJC4,0.360969106
HSPG2,0.374755139
NDST1,0.475578759
FOXN2,0.185725091
HTR2B,0.822956084
HTR6,0.726447969
HUS1,0.687894363
TNC,0.492382079
IARS1,0.384946929
ICA1,0.657884288
ICAM1,0.713615348
ICAM2,0.685980606
ICAM3,0.855021024
ICAM4,0.30512503
IRF8,0.372032289
MRPL58,0.833871346
ID2,0.710915706
ID3,0.363683056
IDE,0.875302294
IDH1,0.24690524
IDH2,0.65862441
IDH3A,0.072177097
IDH3B,0.363264725
IDH3G,0.496644657
IDI1,0.557163233
IDS,0.408663143
IDUA,0.456952498
IFI16,0.559746746
IFI27,0.642771157
IFI35,0.666497812
SP110,0.347874127
IFIT2,0.937483548
IFIT1,0.479796837
IFIT3,0.895475363
IFNA2,0.725009166
IFNAR1,0.654709524
IFNAR2,0.851922874
IFNG,0.557614143
IFNGR1,0.977476156
IFNGR2,0.252443789
IFRD1,0.738418735
IGBP1,0.279724348
IGF1,0.288755256
IGF1R,0.262850329
IGF2R,0.972914771
IGFBP2,0.363860902
IGFBP3,0.929969329
IGFBP4,0.602968317
IGHA1,0.655942796
IGHA2,0.502842318
IGHD,0.830811214
IGHE,0.306659229
IGHG1,0.664107582
IGHG2,0.706196306
IGHG3,0.54156287
IGHG4,0.681139079
IGHGP,0.787462044
IGHM,0.908662436
IGHMBP2,0.920454471
JCHAIN,0.845566147
IGKC,0.328019573
RBPJ,0.670693562
IGLC1,0.256479693
IGLC2,0.280442987
IGLC3,0.42804438
IGLC5,0.279749967
IGLC6,0.564160426
IGSF1,0.542423887
IK,0.005348482
IKBKB,0.796445146
IL1A,0.798741861
IL1B,0.546271916
IL1R1,0.768262758
IL1RAP,0.37756266
IL2RA,0.988165534
IL2RB,0.31879351
IL2RG,0.457301804
IL3RA,0.971160213
IL4R,0.74104944
IL6R,0.208770407
IL6ST,0.360799043
IL7,0.892437778
IL7R,0.820212464
CXCL8,0.469573014
IL9R,0.598657978
IL10,0.823606758
IL10RA,0.572489054
IL10RB,0.105205596
IL11RA,0.506246894
IL12A,0.429951352
IL12B,0.368482645
IL12RB1,0.236181372
IL12RB2,0.218260448
IL13RA1,0.431476979
IL15,0.484089533
IL15RA,0.827720393
IL16,0.564652973
TNFRSF9,0.297574218
FOXK2,0.831351995
ILF2,0.88252714
ILF3,0.051374907
ILK,0.680753919
IMPA1,0.715137099
IMPA2,0.623124204
IMPDH1,0.607650501
IMPDH2,0.870643973
INCENP,0.231442881
ING1,0.532183803
ING2,0.694454015
CXCL10,0.621040989
INPP1,0.267682474
INPP4A,0.815872339
INPP5A,0.946662147
INPP5B,0.805222213
INPP5D,0.358406558
INPPL1,0.150054192
INSIG1,0.686340151
INSL3,0.232301441
INSR,0.698428789
EIF3E,0.73369845
EIF3EP1,0.927246252
IPP,0.013208623
IPW,0.759863654
IRAK1,0.394201193
ITGA6,0.349651477
IRAK2,0.701159916
IREB2,0.356252085
IRF1,0.371278012
IRF2,0.637995243
IRF3,0.291903703
IRF4,0.504981281
IRF5,0.941595095
IRF6,0.802897899
IRF7,0.469334659
IRS1,0.73470522
ISG20,0.480453367
ITGA1,0.050958743
ITGA3,0.194209487
ITGA4,0.757626548
ITGA5,0.873635827
ITGA7,0.677429074
ITGAE,0.886744232
ITGAL,0.809547805
ITGAM,0.114919008
ITGAV,0.383721462
ITGAX,0.304775102
ITGB1,0.974619822
ITGB2,0.369467155
ITGB3,0.612505611
EIF6,0.972932145
ITGB5,0.887706909
ITGB7,0.866563513
ITGB8,0.400310859
ITIH4,0.696687196
ITK,0.80876762
STT3A,0.406362373
ITPA,0.431560806
ITPK1,0.530189012
ITPKA,0.64363239
ITPKB,0.341665471
ITPR1,0.978768776
ITPR2,0.085755893
ITPR3,0.042394727
IVD,0.245286304
IVL,0.814606589
JAK1,0.192472107
JAK2,0.460608868
JAK3,0.400740001
JARID2,0.468228615
JUN,0.090057312
JUNB,0.118998788
JUND,0.439349972
JUP,0.590805079
CD82,0.959231045
ANOS2P,0.988163738
KARS1,0.880648951
KCNA1,0.50122956
KCNA2,0.456510563
KCNA3,0.319398448
KCNC3,0.675641451
KCNC4,0.862682377
KCND2,0.570679811
KCNJ11,0.349306336
KCNJ12,0.644339312
KCNJ14,0.906503061
KCNJ15,0.554853182
KCNK1,0.30763507
KCNMA1,0.710072544
KCNMB1,0.921885963
KCNN1,0.347592031
KCNN3,0.629774581
KCNN4,0.621984152
KCNQ1,0.027652332
KHK,0.202071318
KIF2A,0.829266929
KIF3C,0.982997393
KIF5A,0.38155751
KIF5B,0.075849558
KIF5C,0.893167633
KLK1,0.960798613
KLK2,0.958977815
KLC1,0.206906975
KIF11,0.856784707
KIFC1,0.382179514
KIF22,0.272588445
KPNA1,0.516090446
KPNB1,0.622450557
KPNA2,0.804537664
KPNA3,0.659719069
KPNA4,0.296608616
KPNA5,0.266515019
TNPO1,0.911284704
IPO5,0.155257435
KRAS,0.821663722
KRT7,0.816870297
KRT10,0.608130017
KRT17,0.498745711
KTN1,0.060398821
LAD1,0.661449246
AFF3,0.970258065
LAG3,0.736137889
LAMA3,0.680708758
LAMA5,0.820064782
LAMB1,0.386419466
LAMB3,0.76879445
LAMC1,0.474386212
LAMP1,0.682379042
LAMP2,0.95959634
RPSA,0.536625568
STMN1,0.829037191
LASP1,0.931260331
LBR,0.141409512
LCAT,0.092961842
LCK,0.24502248
LCP1,0.479729536
LCP2,0.989328733
LDHA,0.728781494
LDHB,0.398584359
LDLR,0.81339452
LEPR,0.759994144
LETM1,0.15521464
LFNG,0.457437682
LGALS1,0.588017787
LGALS3,0.306382535
LGALS3BP,0.89126378
LGALS8,0.350791778
LGALS9,0.920802859
LIF,0.38326742
LIG1,0.311523282
LIG3,0.496670334
LIG4,0.956025835
ABLIM1,0.357140348
LIMK1,0.865457386
LIMK2,0.073915614
LIMS1,0.131099969
LIPA,0.199063896
LIPE,0.01806617
FADS1,0.537042692
LLGL2,0.800173159
FADS3,0.165993748
LLGL1,0.868354996
LMAN1,0.763533424
LMNA,0.905616758
LMNB1,0.522109335
LMO2,0.159874402
PRICKLE3,0.558603568
LMO7,0.027951979
LNPEP,0.393638889
VWA5A,0.979003529
LPP,0.01345782
LRMP,0.750661568
LRCH4,0.190197186
LRP1,0.583240491
LRP2,0.684215634
LRP4,0.749132354
LRP6,0.847883394
LRP5,0.119413763
LRPAP1,0.651683937
LSAMP,0.626987285
LSP1,0.979208581
LSS,0.462819665
LTA4H,0.29805264
LTA,0.469464152
LTB,0.143661808
CYP4F3,0.380147843
LTBP1,0.679279138
LTBP3,0.794783326
LTBR,0.92871816
LTK,0.008496441
LY6E,0.711135395
LY9,0.058489898
CD180,0.231164732
LY75,0.793554674
LYL1,0.925012348
LYN,0.424750534
TACSTD2,0.058075099
M6PR,0.500433853
CAPRIN1,0.639024586
NBR1,0.39243847
MARCKS,0.595518317
MXD1,0.310120307
MAD2L1,0.398097687
SMAD1,0.802772317
SMAD2,0.915501809
SMAD3,0.658111702
SMAD4,0.64791912
SMAD5,0.539201056
SMAD7,0.842743582
MAFG,0.94869001
MAGOH,0.381574494
MAK,0.002916537
MAL,0.305306354
MAN1A1,0.564910738
MAN2A2,0.585552836
MAN2C1,0.508847041
MAN2A1,0.307039578
MAN2B1,0.47455761
MANBA,0.481103763
MAP1A,0.165215127
MAP1B,0.114047982
MAP4,0.267017467
MARK1,0.675067597
MARK3,0.107258063
MARS1,0.586363227
MAT2A,0.355842474
MATK,0.47705714
MAX,0.563059966
MAZ,0.098869117
MBD1,0.250086845
MBNL1,0.567006824
MBP,0.988626934
MC1R,0.632524789
MCAM,0.648855663
MCC,0.669914306
CHST6,0.482770508
MCL1,0.678353005
MCM2,0.142144568
MCM3,0.974489896
MCM4,0.702464174
MCM5,0.140305789
MCM6,0.353163836
MCM7,0.608570537
CD46,0.183662766
DNAJB9,0.844065883
MDH1,0.114924848
MDH2,0.213846699
MDK,0.293978056
MDM2,0.737295695
MDM4,0.508725226
ME1,0.328783141
ME2,0.617563674
MEA1,0.457506793
MECP2,0.441109533
MEF2A,0.749974788
BORCS8-MEF2B,0.702194422
MEF2C,0.805895219
MEF2D,0.977693087
MEIS2,0.684376922
MAP3K1,0.13469078
MAP3K3,0.536861812
MAP3K4,0.170774595
MAP3K5,0.118910399
RAB8A,0.530593583
MEN1,0.635383301
MEST,0.92928543
MET,0.51121022
METTL1,0.04740401
MFAP1,0.019452397
MFAP3,0.909220893
MFGE8,0.059900237
MELTF,0.179554326
MFNG,0.339494221
MGAT1,0.87272584
MGAT2,0.88680153
MGAT3,0.713127218
MGAT5,0.551228956
MIA2,0.796663895
MGMT,0.510595354
MGST1,0.256882942
MGST2,0.764975272
MGST3,0.895181869
CIITA,0.645402741
CD99,0.675868135
MICB,0.305482419
MIF,0.680362885
CXCL9,0.343455339
MIPEP,0.38292894
ATXN3,0.220307453
MKI67,0.906152658
MKLN1,0.928210829
MLF1,0.302131501
MLH1,0.663722883
MAP3K9,0.513586563
MAP3K10,0.315314621
MAP3K11,0.05086455
KMT2A,0.343977159
MLLT1,0.079055003
AFF1,0.740992612
MLLT3,0.709611127
AFDN,0.40485377
MLLT6,0.924434663
FOXO4,0.063798431
MMP7,0.456211936
MMP9,0.297847523
MMP14,0.925746195
MMP15,0.549431057
MMP17,0.584941317
ALDH6A1,0.502575653
MNAT1,0.729849584
MNDA,0.578656997
MNT,0.886767009
MOCS1,0.789504297
MOCS2,0.741412603
MOV10,0.407507822
CD200,0.315900045
MPG,0.27579811
MPI,0.418759272
MPP1,0.852905204
MPST,0.310136181
MPV17,0.962361808
MPZ,0.207431623
MRE11,0.487320169
ABCC1,0.535871017
MYO1B,0.954152754
MSH2,0.545503414
MSH3,0.449748531
MSH5,0.484260923
MSN,0.575287418
MSRA,0.763786784
MST1,0.928382154
MST1R,0.826930075
MSX1,0.826080044
MT1E,0.024481704
MT1F,0.324263967
MT1X,0.281902355
MT2A,0.482349079
MTAP,0.717109146
ATP6,0.187356584
ATP8,0.102572337
TRNC,0.80344438
COX1,0.697207748
COX2,0.218609068
COX3,0.827407394
MTCP1,0.505260936
CYTB,0.21821641
MTF1,0.564573953
NUDT1,0.147890542
MTHFD1,0.242341294
MTHFR,0.824580883
MTIF2,0.273005636
MTM1,0.802974779
ND1,0.850322801
ND2,0.126779012
ND3,0.969399194
ND4,0.08003179
ND4L,0.215556043
ND5,0.414667107
ND6,0.45682565
MYO1F,0.8139776
MTTP,0.38940178
MTR,0.480514704
RNR1,0.158302954
RNR2,1
MTRR,0.121463827
TRNA,0.177449614
TRND,0.534389399
TRNE,0.46352725
TRNF,0.699513997
TRNH,0.868340228
TRNI,0.132830895
TRNL1,0.76709718
TRNM,0.433050988
TRNN,0.651725461
TRNP,0.784939629
TRNQ,0.770313451
TRNR,0.000995052
TRNS1,0.520484027
TRNS2,0.604240823
TRNT,0.590801071
TRNV,0.400521876
TRNW,0.441381698
TRNY,0.980772717
MTX1,0.587828896
MUC4,0.979158725
TRIM37,0.208337137
MMUT,0.729699435
MUTYH,0.977172791
MVD,0.745550387
MVK,0.878558599
MX1,0.960804524
MX2,0.973344702
MXI1,0.910215229
MYB,0.781805008
MYBL1,0.43831106
MYBL2,0.10543126
MYBPC2,0.176733587
MYC,0.444780336
MYCL,0.425240605
MYD88,0.982050186
GADD45B,0.370243692
MYH3,0.605287196
MYH9,0.145862283
MYH10,0.165946402
MYH11,0.677024014
MYL5,0.628973808
MYL6,0.087654156
MYO1C,0.385473835
MYO1D,0.617833612
MYO1E,0.787888079
MYO5A,0.143212925
MYO5B,0.080792321
MYO6,0.345874332
MYO7B,0.977870972
MYO9A,0.673227518
MYO9B,0.67952565
MYO10,0.513492181
PPP1R12A,0.083564293
PPP1R12B,0.234789763
NAB1,0.191123238
NAB2,0.62276402
NACA,0.660233107
NAGA,0.484137806
NAGLU,0.265725983
HNRNPM,0.105488041
NAIP,0.99984808
NAP1L1,0.156130572
NAP1L2,0.364791228
NAP1L4,0.140210964
NARS1,0.620913892
NASP,0.134404738
NBL1,0.993927884
NUBP1,0.538611691
NBN,0.388469365
NCBP1,0.664430778
NCF2,0.329733202
NCF4,0.523171395
NCK1,0.609285944
NCL,0.028015513
NDUFA1,0.536657315
NDUFA2,0.640655313
NDUFA3,0.3274284
NDUFA4,0.497545198
NDUFA5,0.30824004
NDUFA6,0.129779262
NDUFA7,0.692607986
NDUFA8,0.548966112
NEB,0.159999027
NDUFA9,0.594792745
NDUFA10,0.136179161
NDUFAB1,0.606351799
NDUFB1,0.257781555
NDUFB2,0.31475792
NDUFB3,0.188998747
NDUFB4,0.873993427
NDUFB5,0.282663505
NDUFB6,0.905526675
NDUFB7,0.610550862
NDUFB8,0.541991173
NDUFB9,0.752446478
NDUFB10,0.351551461
NDUFC1,0.652593124
NDUFC2,0.414179947
NDUFS1,0.055633765
NDUFS2,0.117254178
NDUFS3,0.313185315
NDUFV1,0.696414782
NDUFS4,0.277102802
NDUFS5,0.830347751
NDUFS6,0.736606097
NDUFS8,0.668021472
NDUFV2,0.125878405
NDUFV2P1,0.630361024
NDUFV3,0.411462993
DRG1,0.484657677
NEDD4,0.780905095
SEPTIN2,0.010692
RPL10A,0.488474917
NEDD8,0.372205801
NEDD9,0.466668429
NEFH,0.827920412
NEK1,0.601721461
NEK2,0.509364678
NEK3,0.199800258
NEO1,0.934871767
NEU1,0.587895574
NF1,0.530788836
NF2,0.123846296
NFATC1,0.083605732
NFATC2,0.654897654
NFATC3,0.901212572
NFATC4,0.565197705
NFE2L1,0.361934135
NFE2L2,0.959638338
NFIB,0.916322997
NFIC,0.526852744
NFIL3,0.663517926
NFIX,0.898957591
NFKB1,0.770866676
NFKB2,0.814190583
NFKBIA,0.783518784
NFKBIB,0.116839195
NFKBIE,0.830501326
NFKBIL1,0.738170866
TONSL,0.282577323
NFRKB,0.404073908
NFX1,0.00463068
NFYA,0.38605054
NFYB,0.244258632
NFYC,0.724905747
NGFR,0.70518519
SNU13,0.470034226
NID1,0.532164622
NINJ1,0.219666866
NINJ2,0.819380436
NIT1,0.199003516
NKG7,0.806574125
NKTR,0.235527681
NKX3-1,0.811210471
NMB,0.81278462
NME1,0.394677986
NME2,0.252392621
NME3,0.641559944
NME4,0.651575033
NQO2,0.331508537
NMT1,0.796298941
NOP2,0.751276098
NONO,0.108012663
CNOT2,0.995560331
CNOT3,0.584770072
CNOT4,0.076333209
NOTCH1,0.82718307
NOTCH2,0.990948122
NOTCH4,0.006861366
PNP,0.727210292
NPAT,0.668194024
NPC1,0.735156981
NPHP1,0.471998597
NPM1,0.661316641
NPM1P6,0.658285671
NPR1,0.598404118
NPR2,0.063760538
SLC11A2,0.108254573
NRAS,0.335267151
NRCAM,0.608603953
NRDC,0.058121025
NRF1,0.53337802
NRGN,0.953753859
NRL,0.714556397
YBX1,0.356969893
NSF,0.256701709
NT5E,0.792468234
NTHL1,0.354302607
NTRK2,0.593464124
DDR2,0.733821593
NUCB1,0.773299532
NUCB2,0.663470441
NUMA1,0.240980394
NUP88,0.218384437
NUP98,0.867210477
NR4A2,0.523736775
NVL,0.027504783
OAS1,0.874899608
OAS2,0.778289695
OAS3,0.750053315
OAT,0.87601153
TBC1D25,0.901700637
OAZ1,0.271305904
OAZ2,0.699463407
OCRL,0.122402979
ODC1,0.82961711
ODF2,0.587553399
OGDH,0.643011331
OGG1,0.38382708
OPA1,0.347063991
TNFRSF11B,0.582722784
OPRL1,0.166626912
ORC1,0.720221096
ORC2,0.84350451
ORC4,0.450018987
ORC5,0.901028604
SLC22A18,0.964092233
OSBP,0.910069879
OSM,0.943137372
OVGP1,0.957804028
OXA1L,0.136654989
OXCT1,0.476317625
OXTR,0.437728731
P2RX1,0.879615377
P2RX4,0.80104886
P2RX5,0.143224259
P2RX7,0.256204985
P2RY1,0.40093098
P2RY11,0.032744784
P4HA1,0.705303205
P4HB,0.760391246
PA2G4,0.772168007
PEBP1,0.415827362
PABPC3,0.322593409
FURIN,0.969199937
PCSK6,0.340041933
PAFAH1B1,0.461618856
PAFAH1B2,0.988072432
PAFAH1B3,0.306755246
PAFAH2,0.521170495
PRDX1,0.604620593
SERPINB2,0.949270923
PAK1,0.495363679
PAK2,0.726649301
PAM,0.626446581
PARN,0.286974664
PAWR,0.22733865
PAX5,0.356401378
PDCL,0.546959462
PAX9,0.449537327
PBX2P1,0.750391119
PBX2,0.672251185
PBX3,0.876009162
PC,0.941137941
PCBD1,0.431189884
PCBP1,0.409333332
PCBP2,0.723705815
PCCA,0.783722908
PCCB,0.559654438
PCDHGC3,0.563444786
PCK2,0.594391671
PCM1,0.079990866
PCMT1,0.487832944
PCNA,0.855078636
PCNT,0.693276376
CHMP1A,0.138191202
CDK16,0.725881838
CDK17,0.90811742
PCYT1A,0.593665723
PDCD1,0.849557197
PDCD2,0.330502674
PDE1C,0.521005077
PDE3B,0.426690672
PDE4A,0.574750986
PDE4B,0.731035942
PDE4C,0.596529323
PDE4D,0.944389564
PDE6D,0.058934657
PDE6G,0.788435627
PDE7A,0.921129424
PDE8A,0.603338235
PDE1B,0.782605394
PDGFA,0.305766217
PDE6B,0.865068313
PDGFRB,0.190318116
PDHA1,0.519962327
PDHB,0.792805929
PDK1,0.202591868
PDK2,0.681737374
PDK3,0.443646988
ENPP2,0.318339256
PDPK1,0.476510329
PECAM1,0.222722587
PEPD,0.550534947
PER1,0.430709608
GATB,0.558907899
PEX1,0.055111383
PEX6,0.226707994
PEX7,0.400734201
PEX10,0.999140967
PEX12,0.274800304
PEX13,0.508676859
PEX14,0.067098935
PFAS,0.273253985
CFP,0.098447212
PFDN1,0.984556456
PFDN2,0.443472622
PFDN4,0.412034602
PFDN5,0.225185026
ATP8B1,0.274609749
PFKFB1,0.414215419
PFKFB2,0.449019613
PFKFB3,0.703842852
PFKFB4,0.130813371
PFKL,0.214327338
PFKM,0.367438293
PFKP,0.086386573
PFN1,0.744486677
PFN2,0.509687039
CDK14,0.223419981
PGAM1,0.223447469
PGD,0.186540492
PGF,0.771901081
PGGT1B,0.287785342
PGK1,0.137377652
PGK1P1,0.753846678
PGM1,0.933316334
PGM3,0.519193452
PGM5,0.249070423
ABCB1,0.034893513
ABCB4,0.150588242
PHB,0.707796637
SLC25A3,0.692887831
PHF1,0.699821929
PHF2,0.166203399
PHKA1,0.219710896
PHKA2,0.76344598
PHKB,0.964417509
PHKG1,0.077234977
PHKG2,0.099709444
PHYH,0.839348521
SERPINA1,0.830684466
SERPINB6,0.295282387
SERPINE2,0.29022848
SERPINB8,0.428854431
SERPINB9,0.581367679
SERPINB10,0.174166935
SERPINI1,0.034686222
PIGA,0.866058463
PIGC,0.017156806
PIGF,0.899223786
PIGH,0.046556574
PIGR,0.591797522
PIK3C2A,0.878580294
PIK3C2B,0.950054771
PIK3C3,0.138769816
PIK3CA,0.607576485
PIK3CB,0.89180118
PIM1,0.430338743
PIK3CD,0.481483996
PIK3CG,0.158552784
PIK3R1,0.337150305
PIK3R2,0.665350948
PI4KA,0.140428141
PI4KB,0.229538274
PIN1,0.385137798
PIN4,0.838431626
PIP4K2A,0.754017869
PITPNA,0.808930957
PITX1,0.689602369
PKD1,0.253247776
PKD2,0.411290096
PKM,0.381245988
PKNOX1,0.696842037
PKP2,0.865781796
PLA2G4A,0.673578727
PLAG1,0.703265996
PLAGL1,0.605698987
PLAGL2,0.709396745
PLAU,0.40304314
PLAUR,0.856748151
PLCB2,0.222624228
PLCB3,0.936816648
PLCD1,0.945454725
PLCL1,0.593741953
PLCG1,0.828547554
PLCG2,0.249984836
PLD1,0.567221202
PLD2,0.175224878
PLEC,0.235216325
PLEK,0.672084626
PLGLB2,0.669580547
PLK1,0.28090152
PLOD1,0.370061656
PLOD2,0.129646612
PLP2,0.381686673
PLRG1,0.814902541
PLS1,0.869710785
PLS3,0.205663932
PLSCR1,0.830372459
PLTP,0.441117938
PLXNA1,0.503182933
PLXNA2,0.756674166
PLXNB1,0.513159731
PMAIP1,0.743072947
PNOC,0.510311909
PML,0.867428495
PMM1,0.59795522
PMM2,0.174274047
PMS1,0.525606072
PMS2P1,0.895681967
PMS2P2,0.333721979
PMS2P4,0.665809592
PMS2P5,0.874262553
PMS2P3,0.267392167
EXOSC9,0.752924668
EXOSC10,0.990717046
PMS2,0.94543113
PRRX1,0.297233512
PNN,0.124559448
UBL3,0.637807133
PODXL,0.326595113
POLA1,0.333955035
POLB,0.616194316
POLD1,0.430114311
POLD2,0.887622995
POLE,0.139111112
POLE2,0.840775239
POLG,0.042081812
POLH,0.496562806
POLR2A,0.803670571
POLR2B,0.130578522
POLR2C,0.315132729
POLR2D,0.436720026
POLR2E,0.123425633
POLR2F,0.692652799
POLR2G,0.040527318
POLR2H,0.399210897
POLR2I,0.767944854
POLR2J,0.174043208
POLR2K,0.44329029
POLR2L,0.766515968
POLRMT,0.035991156
POMC,0.424685943
PON2,0.213817506
POR,0.244586923
POU2AF1,0.354010177
POU2F1,0.037277083
POU2F2,0.210707301
POU3F1,0.752712438
POU4F1,0.979057302
POU5F1,0.363609104
POU6F1,0.521599853
PPA1,0.689602215
PPARA,0.406552458
PPARD,0.581171259
PPARG,0.974251911
MED1,0.262190147
PPAT,0.46409923
CTSA,0.953371214
PPIA,0.924139001
PPIB,0.671124237
PPID,0.790516001
PPIAP11,0.446685761
PPM1A,0.609565969
PPM1B,0.23595666
PPM1G,0.772073235
PPOX,0.95860929
PPP1CA,0.834182862
PPP1CB,0.290463807
PPP1CC,0.059701695
PPP1R2,0.039521616
PPP1R3D,0.908028834
PPP1R7,0.084404384
PPP1R8,0.903384592
PPP1R10,0.618638671
PPP2CA,0.14952545
PPP2CB,0.910381856
PPP2R1A,0.240431167
PPP2R1B,0.59556891
PPP2R2A,0.380223769
PTPA,0.19001741
PPP2R5A,0.738624187
PPP2R5B,0.12493456
PPP2R5C,0.887643083
PPP2R5D,0.09966029
PPP2R5E,0.158842869
PPP3CA,0.46917529
PPP4C,0.040872266
PPP3CB,0.680676145
PPP3CC,0.493169418
PPP3R1,0.47302343
PPP5C,0.103009295
PPP6C,0.010748099
PPT1,0.925375289
PRCC,0.580011836
PRCP,0.953313282
PREP,0.869869854
PRF1,0.144444816
SRGN,0.993677805
PRG2,0.040446986
PRH1,0.864496429
PRIM1,0.963316508
PRIM2,0.916815766
PRKAA1,0.457168487
PRKAB1,0.139510253
PRKAB2,0.315870626
PRKACA,0.88453704
PRKACB,0.508586323
PKIA,0.55469196
PRKAG1,0.154790327
PRKAR1A,0.277208226
PRKAR1B,0.105605954
PRKAR2A,0.736015795
PRKCA,0.678035752
PRKCB,0.982919368
PRKCD,0.157283371
PRKCE,0.659616084
PRKCH,0.152772853
PRKCI,0.423959507
PKN1,0.310739674
PKN2,0.877359552
PRKCSH,0.466891485
PRKCZ,0.573477648
PRKDC,0.773654369
MAPK1,0.971716417
MAPK3,0.336137452
MAPK6,0.280473086
MAPK7,0.837513903
MAPK8,0.502746955
MAPK11,0.496662325
MAPK9,0.302765422
MAPK13,0.527280066
MAP2K1,0.870956449
MAP2K2,0.284849968
MAP2K3,0.85726861
MAP2K5,0.734273746
MAP2K6,0.895089012
MAP2K7,0.313375402
EIF2AK2,0.475207971
DNAJC3,0.339792674
THAP12,0.456946852
PRKX,0.618621827
PRKY,0.694425535
PRL,0.30840465
PRLR,0.43852617
PRNP,0.798447858
PRODH,0.151928376
PRPS1,0.477174165
PRPS2,0.204631376
PRPSAP1,0.979032696
PRPSAP2,0.242124325
PRRG2,0.240154572
LGMN,0.080960232
PSAP,0.548501262
PSEN1,0.293248218
PSEN2,0.608187736
PSKH1,0.929258674
PSMA1,0.787971448
PSMA2,0.159041182
PSMA3,0.79331774
PSMA4,0.445756526
PSMA5,0.909034024
