Short Gene name,p_value
C1orf174,0.196590915
HIST1H1C,0.30907595
EIF5B,0.692098148
USP46,0.938441396
VSTM2L,0.169254794
SMOC2,0.427176815
APBB1,0.869097634
SEC24D,0.043772663
ANKRD36,0.366289261
NUP155,0.382102269
MSTO1,0.790342518
PICALM,0.918170978
MADD,0.839557786
NIPA1,0.983451826
NAPB,0.357609649
SKAP2,0.908799037
CMC1,0.949327972
SURF4,0.951005557
DENND4C,0.122925153
SEC24C,0.688466823
EIF4EBP1,0.770206302
ZDHHC8P1,0.045437708
LOC728743,0.786263401
FEN1,0.415701787
NBPF1,0.046159787
TRO,0.54113214
KCTD13,0.311273889
GPHN,0.187189354
GGNBP2,0.409819535
RANGAP1,0.968512185
GOLGA1,0.744175433
LOC102724699,0.394734022
PLXNA3,0.33294414
ACADM,0.419441173
ACTR1A,0.981791821
MAT2B,0.675374056
FBRSL1,0.693728942
EZH2,0.487937267
MAN2A2,0.900451069
TRA2B,0.494288183
ABCA11P,0.560927842
CCT8,0.952654501
MCM5,0.354314241
AKAP9,0.868622789
PHACTR1,0.41727445
IARS2,0.744301371
UBE2Q2,0.061827184
GMPS,0.766703348
PSMD5,0.466815398
LCORL,0.955958863
DBN1,0.814463103
TMEM39A,0.078394625
RASA4,0.674278163
ANO8,0.86147524
HSPB11,0.609933707
PTPRZ1,0.559912413
LOC645513,0.233745061
ZNF385A,0.584161713
PTGFRN,0.605142639
DROSHA,0.749969717
PPP1R7,0.915299974
DNAJC11,0.097552829
NUAK1,0.709729077
SHISA9,0.003592924
NKAP,0.290785192
SNAPC5,0.773731043
ARNT2,0.805849946
LOX,1
LPGAT1,0.863005337
NOL7,0.099242908
C16orf52,0.480330068
RFC1,1
RCN2,0.585416203
AK9,0.365314978
TPRN,0.329310725
ZNF337,0.670332657
RNF13,0.381259792
NUDC,0.467039793
FRAT2,0.51717935
ETFB,0.027534756
IMPDH2,0.427415622
RPL36A-HNRNPH2,0.397649346
EVI5L,0.474257533
STAU2,0.69468081
GINS2,0.528493922
PWP2,0.2444874
EPB41L1,0.398029945
TTBK2,1
ZC2HC1A,0.384660643
ARL15,0.337123282
EML4,0.764808724
FAM217B,0.272196785
MPRIP,3.36E-06
IL17D,0.689038809
PUS3,0.754774116
CHD1L,0.243251533
RPL39,0.003960037
HNRNPDL,0.679603661
PLK2,0.692604126
CADM4,0.526058756
POLA1,0.862459167
SOGA1,0.303175279
CMTR2,0.330862346
SMG1P1,0.926654805
GTF3C6,0.78508496
ZDHHC21,1.51E-79
ACVR2B,0.095488225
SLC25A23,0.892078415
NRBF2,0.554687
ATP9B,1
SLC35F2,0.193895928
DCTN6,0.030588621
SNAI1,0.980857078
CSK,0.641534456
ANGEL1,0.779889172
NMD3,0.151330208
ANP32B,0.643980833
FAM208B,0.969820759
RFX5,0.326527319
GPD2,0.036970773
NICN1,0.273513208
SLIT1,0.458659817
GUSBP9,0.990157948
PTPN12,0.311349375
RHOBTB2,0.518699024
CIRH1A,0.840602365
PCDH20,0.841730957
GRAMD4,0.000182492
NOP14,0.763977164
TMEM65,0.976933806
NYAP1,0.818744988
SSSCA1,0.701497697
BSCL2,0.628299038
ECHDC3,0.383264173
PITPNM1,1
SNORD95,1
PSAT1,0.367878099
EPN2,0.621573551
MRPL3,0.30568814
HSPD1,0.798709506
CCDC90B,0.45134673
PIEZO2,0.768556145
MPP1,0.41848464
ELOVL4,0.773731043
TRIP4,0.872339679
PELI3,4.59E-05
SASH1,0.920849385
CTIF,0.339526865
CLGN,0.736845491
SHD,0.761381358
NARF,0.444764869
TMTC1,0.792384384
SMIM15,0.587306779
PLK1S1,0.805726561
ERI1,0.268570376
FAM216A,0.923915102
GPRC5C,0.827147791
NUP107,0.980077923
IDS,0.867687093
MFSD11,0.963851959
POLA2,0.486389572
YARS,0.997032385
SF3B3,0.670816202
CAMSAP3,0.004997575
TTC27,0.719094907
EIF2D,0.244887672
FAM103A1,0.562875631
SNW1,0.702896859
TBP,0.614088778
TXNDC17,0.3442358
BLVRB,0.503403965
LGALSL,0.913710543
INO80,0.302713289
SGSM3,0.577979907
ALG1,0.095138825
ZC3H7B,0.008113069
LMTK3,0.365314978
TRMT44,0.923019495
AIMP1,0.326213561
CAB39,0.865576983
GPR137C,0.146412562
.,0.23434451
SEMA6A,0.73359401
CWC22,0.473441148
PAXIP1,0.437996886
SMARCA5-AS1,0.528996202
HID1,0.99247433
B3GALT6,0.877243646
HTRA2,0.580673094
MST4,0.850780612
PDGFC,0.705784678
GDF1,0.193844488
TUFT1,0.414079102
ASCL1,0.411513733
GPR56,0.805726561
RPS21,0.347930732
MON1A,0.878523413
FAF1,1
LINC01315,0.91304872
CLASP1,0.009090137
TUBA1C,0.70778849
RPL41,0.726907156
PDCD5,0.301415248
SGCB,0.380239732
CNTN1,0.949945871
ATP9A,0.057052415
SMIM18,0.187859003
SLC25A3,0.620025373
PCGF6,0.339088525
LRRC17,0.540742848
IARS,0.515836775
KIF1B,0.000160334
CSRNP1,0.593732661
PYROXD1,0.594513436
TTC9B,0.776817609
C12orf4,0.882881602
CYTH1,0.561030297
KAT8,0.163324859
SMIM12,0.384417171
KIAA0101,1
TAF1,0.325752614
CCDC134,0.655117701
CDS2,0.81924502
CHP1,0.788819883
RPSA,0.011704197
MBD4,0.000237251
CDC6,1
HEY1,0.150080199
ADCY2,0.791648086
PRPF18,0.909482316
RPL31,0.401459722
DDX49,0.572493177
BASP1,0.457338296
FBXW5,0.522709866
AGAP3,0.711982022
DAP3,1
MSANTD3-TMEFF1,0.719094907
CEP97,0.039925416
GRAMD1A,0.531200284
RIOK1,0.942709341
LRBA,0.390063792
THOC2,0.425241723
LDB1,0.62251388
RBM34,0.016992591
GAP43,0.442127549
ZNF136,0.720377983
COG4,0.005662364
ST6GALNAC3,0.120352949
ZZZ3,0.425456555
CXADR,0.482003326
EIF6,0.125227234
PSD2,0.791156884
PHYH,0.16345365
KATNBL1,0.802904098
ERLEC1,0.115830378
EEPD1,0.906602643
SERP2,0.82250423
SPARC,0.980990049
PWWP2B,1
CAND2,0.028721354
SLC7A5,0.453009102
TMEM104,0.615952297
BNIP1,0.000509884
BAI3,0.996528867
RTN4R,0.685412567
MEAF6,0.566368554
EWSR1,0.978673135
CREBL2,0.299460014
SRP72,0.004300745
AHR,0.464341745
GNAO1,0.923115009
ISY1-RAB43,0.809751141
NRBP1,0.80349816
ABCC1,0.655931396
C1orf109,0.933902913
SEC24A,0.930006583
ARHGAP10,0.923921394
ZKSCAN1,0.233563145
UBE2O,0.85234521
SEPT5-GP1BB,0.906602643
RTN2,0.455044593
ANKHD1,0.71644433
PDIA3,0.369364135
PRKCZ,0.749690118
MRPL37,0.816303258
DKK3,0.287364755
BRD3,0.332191986
PRPS1,0.204450779
OARD1,0.643691517
KTI12,0.00407627
ST14,0.696217046
SMA5,0.356313859
MSMO1,0.538247198
RAB11FIP5,0.002920259
PRRC1,0.932092527
GNG2,0.695629529
SSR1,0.986786471
CACUL1,0.412196749
CDR2,0.818333547
RNPEP,0.004542116
ANO10,1
RPL19,0.948224614
SF3A3,0.642933049
B4GALNT1,0.958053243
ENTPD7,0.53510117
RALGAPA2,0.086843381
KDM4C,0.275503265
DACT3,0.697932411
DUSP1,0.628329485
ATL1,0.815363673
UBE4A,0.492104841
UIMC1,0.547585676
KIAA1324L,0.8930593
OSTC,0.003617232
TSPAN7,0.650439538
ZNF702P,0.801482307
SGCE,0.399779945
SELK,0.840602365
SCAMP5,0.546156335
ERBB4,0.103403393
FAM84A,0.85043576
YES1,0.575983258
PDE12,0.008972392
POLR1E,0.237117671
ID2,0.749969717
EIF2AK4,0.738356162
AKT1S1,0.925712864
PLEKHA2,0.798007925
NUDT8,0.911691346
ALDH1L2,0.715050661
SELM,0.519651051
NDST2,0.362021394
FBXO8,1
MRPS14,0.121150168
HINFP,0.188754314
FAAH,0.845509904
PPP1R15B,0.112808161
CEP350,0.460931655
MEGF9,0.909253289
MRRF,0.927160077
MEX3B,0.404466391
PEX7,0.187632575
ANXA5,0.946474192
MAP3K12,0.591394891
AMBRA1,0.812941719
LZTR1,0.409141841
PNRC1,0.016326705
SON,0.004625281
SRCIN1,0.749403333
EEF1A1,0.017770616
CCNF,0.760621716
FAM89B,0.025075456
IFT140,0.63240214
MED20,0.209431259
ODC1,0.840273445
RALGAPA1,0.327701303
CUX1,0.073369178
CHMP7,0.856284643
CETN3,0.793800059
LIMD2,0.75007107
CYP2U1,0.044896694
FN3KRP,0.776817609
TRA2A,0.535051417
RPS3A,0.740172688
RAP1B,0.790188457
STXBP6,0.730510404
DBNDD2,0.859039538
SLC7A3,0.950945222
KANSL1L,0.881035945
SFXN1,0.789958127
CAPN6,0.639669028
HDGFRP3,0.966887196
SF3B14,0.542895912
LYRM7,1
EARS2,0.598180893
LIMK1,0.402190185
CNIH1,1
ANK2,1
KIAA0196,1
DVL1,0.983410943
CIRBP,1
PKD1P6,8.07E-09
ZMYM3,0.833121566
ZNF766,0.508300067
DUSP11,0.671461003
TMEM35,0.459751534
PTCHD2,0.865028307
SLC35A5,0.610666127
RASGEF1C,0.372424277
FEZ1,0.003036281
SAMD1,0.974765291
MESDC1,0.878574433
FHL1,1.77E-07
GOLT1B,1
IBTK,0.524486455
ASTN1,0.655971798
GARS,0.233817267
CCDC71L,0.000539816
NSFP1,0.252325947
PSME3,0.186207972
MED10,0.641430531
MCM4,0.743468708
EIF2S2,0.758303421
POLR2J3,0.474149741
PON2,0.178323219
ZNF74,0.6842868
MZF1,0.046539493
KIAA1429,0.886330122
CDIP1,1.47E-33
CCDC24,0.650414562
C6orf1,0.725464006
ALG3,0.90280413
STMN2,0.971862721
ADAMTS4,0.26862954
SSR3,0.099474178
IQGAP1,0.193214712
MAP1LC3A,0.820133261
H2AFZ,0.925566717
EMP1,0.074507809
KATNA1,0.24470971
USP37,0.290812141
NUP37,0.006727994
NVL,0.002440072
SGPL1,1
ARL1,0.562926662
RTN4,0.240130636
LTV1,0.475402857
EMC2,0.739908606
KAT2A,0.029968936
ATP6AP1,0.657534103
KRBOX4,0.784469603
NDUFS6,1
KLF12,0.174858467
PRMT1,0.704706085
ANAPC1,0.000178619
HCFC1R1,0.192201643
INHA,0.214969742
LOC730183,0.469139981
FAM195B,0.581185575
LRRC8D,0.070632999
IP6K1,0.969655886
LINC00674,0.553397764
ZC3HAV1,0.707255859
SNX6,0.415462513
TPP2,0.544151144
LINC00599,0.234143659
KCTD18,0.380625893
PIK3C3,0.469110103
PPP3CB,0.628498427
NPM3,0.868937236
RASD1,0.779734487
ZIC5,0.758317136
ERGIC2,0.752489066
USF1,0.84833049
RNF152,0.368436496
APLP1,0.93573456
NRP2,0.66662421
ARHGDIG,0.004480143
SNRPB,0.010236392
RFC3,0.622428033
ERCC6L2,0.536716905
UBQLN2,0.635350383
TAF1D,0.754054835
RHBDD1,0.265178479
THOC3,0.387406265
GOLGA4,0.65050742
USP35,0.387574891
ZBTB17,0.6533783
RSL1D1,0.673901062
EML1,0.638243268
ZNF286A,2.53E-80
WBP11,0.513086558
LOC100093631,0.223948174
IST1,0.577925625
SP4,0.740346022
TBC1D23,0.916103079
PTPRN,0.851748938
PTPRH,0.340839552
GMPPB,0.718097982
UBE2D1,0.903906126
NPM1,0.381775464
MYCN,0.811244028
GOLPH3,0.126484933
RGL1,0.997778506
HAT1,0.916525339
ATRNL1,0.601588429
HS6ST1,0.86191633
ERAL1,0.086715968
CAMSAP1,0.958323062
SLC2A4RG,0.49069288
FAM219B,0.925712864
UNC13A,0.385648764
IGF2BP2,0.739936134
GPC3,0.849721289
TMED9,0.688009834
KIT,0.021817465
SNORD58C,0.829811626
DCTN4,0.725749898
SIRT3,0.653979451
CNP,0.23485187
CHKB,0.270190889
MED24,0.403480909
LSG1,0.881491207
BICD2,0.83626636
GTF3C3,0.645455052
CHTOP,0.774656735
TUFM,0.188695148
CSRP2BP,0.699685173
ZBTB33,0.129573874
L3HYPDH,0.503852996
NETO2,0.946544594
GAS1,0.031859332
UQCRQ,0.775493882
TTC9,0.781883449
MAPK10,0.62253119
CLCN4,0.381090419
CHEK1,0.364555239
PLAUR,0.571386018
SRGAP2,0.450237641
MAD1L1,0.617443682
POLR3B,0.84567094
HNRNPU,0.148748265
MEIS1,0.949262053
ZNF841,0.836030149
FAM169A,0.341653544
LOC100190986,0.900752053
SNORA80B,0.753285903
NAP1L2,0.211713938
TBCE,0.520502216
TGS1,0.526013482
MIR3187,0.305658804
OFD1,0.563029275
SNORD59B,0.538729043
DNAJC7,0.180158374
GTPBP4,0.582613095
PWARSN,0.805859123
GADD45G,0.500131602
PNPLA8,0.41442364
DEXI,0.753790601
TRIM5,0.004919287
CNOT10,0.239377314
TMEM208,0.732318431
RPL10A,0.947298042
C9orf40,0.670825845
SUPT6H,0.921754894
MTMR4,0.744640492
MAPRE2,0.888688046
C14orf159,0.716380453
UFD1L,0.735759178
USE1,0.793907824
PPM1F,1.44E-06
FCF1,0.80008505
VOPP1,0.585229913
DDX21,0.977780773
LIPG,0.748009202
RLIM,0.827538493
VPS28,0.832641944
SNRPD1,0.958013613
MBOAT2,0.601202451
HMGN3,0.100952031
NSL1,0.897635144
PELO,0.25709194
SLTM,0.976675916
PRRX2,0.179144929
COX15,0.715914952
EBP,0.799259665
NSUN2,0.820133261
PALLD,1
MYO18A,0.660812092
PRRC2B,0.072445769
FN3K,0.50997893
NDFIP2,0.860645883
SSBP4,0.921736935
KBTBD11,0.380587299
RPL10,0.595060319
PNO1,0.442018349
CWF19L1,0.914703986
NUDT3,0.749886007
RPL27,0.203756578
WNK2,0.406902357
JPH4,1
ASAP1,0.948875413
CCDC28B,0.800462321
AKIRIN2,0.504277887
NUDT2,0.283095141
RNF115,0.337957781
SNORD116-1,0.550736069
RPL13A,0.469664235
ARL10,0.963675784
TRAPPC2,0.977955697
PPFIA1,0.238369688
SMARCAD1,0.079983429
TSR2,0.821352936
SMS,1
RHPN1,1
UBALD2,0.795339751
ATXN3,1
SLC4A8,0.954324329
LGR4,0.050949921
PRKCSH,0.668944655
HIATL2,0.222549865
ZKSCAN8,0.36589889
LSM3,0.576550509
LSM14B,0.678935152
MMP24-AS1,0.499770217
TXNDC5,1
NNMT,0.926624791
PTGES,0.983444059
PRPF4B,0.805859123
ZNF362,0.113223256
PAK1IP1,0.119469315
CASKIN1,0.337208143
PABPC1,0.35890442
KIAA0753,0.796191202
SNORD17,0.32664272
MAPRE3,1
ZNF423,0.874637409
FSD1,0.847868803
WBP5,0.92426559
PIK3R3,0.003935053
ACBD7,0.809863553
SFPQ,0.7526382
LHFPL4,0.221544657
ZSWIM6,0.909679493
STAG1,0.890319555
CSNK1D,0.195831983
GNG4,0.619504303
BCL7A,0.366303403
SPTBN2,0.834305727
THRA,0.021735305
TBC1D24,0.862661982
MIR4787,0.900657374
EI24,0.63586312
ENAH,0.638494371
GMNN,0.017724094
PSPH,0.96217146
ADRBK1,0.132167701
SNORD121B,0.99209022
TGFB1,0.525908036
EIF3B,1
SNORD82,0.125906497
CDK4,0.000260634
LOC646762,0.931104242
SNORD58A,0.596037144
HNRNPH2,0.720377983
SNORD114-14,0.980077923
RPL38,0.195717962
SERPINE1,0.744114965
SLC30A6,1
ASCC1,0.459735378
BRMS1L,1
ITGA7,0.234184951
BTBD6,0.872339679
IK,0.838566725
MYO10,0.854517879
ATP6V0E2,0.891471242
PDPR,0.000906315
MAST2,0.334684128
MALAT1,0.45920925
CERS6,0.311349375
ULK1,0.082136443
SNORD22,0.443939618
FAM127B,0.932176518
CDC23,0.93134116
KLHL23,0.557617352
TMEM126A,0.472023983
PTOV1-AS2,0.477117519
SKIV2L2,0.455517735
SNX5,0.901942475
INTU,0.863312833
NFYA,0.03069757
MYEOV2,0.85104679
FEZ2,0.618201755
XXYLT1,0.002249366
TMEM258,0.940545947
MAP3K10,0.715549433
PEG10,0.963144485
SEC23A,0.012096589
UTP3,0.151660397
NBEA,0.574258159
KLHL36,0.230042912
EZR,0.027976159
SOX2,0.175459736
SNRPE,0.711097327
DUSP8,0.849583673
ALDH1B1,0.6592678
UGGT2,0.015587594
FGD4,0.832282303
PTK2,0.643010884
DUSP26,0.588318513
C10orf76,0.994537963
ADAMTS18,0.627067351
GLRX,0.841237755
ARMC7,0.337728415
SCAMP3,0.982836302
PRR13,0.153535312
MFAP1,0.072893396
EXTL3,0.768382719
DISP2,0.718934009
SPTBN1,0.088051297
SLBP,0.957846719
CHAF1A,0.152390941
FZD2,0.000875538
MED14,0.281889864
CEP41,0.66864805
BTF3,0.469853562
PIP4K2B,0.89577071
LRFN4,0.606261284
PHGDH,0.590386444
KIF2A,0.902572464
AGAP2,0.603872145
HIST2H2BE,0.702606788
UBAP2L,0.610985227
TNFRSF25,0.959679881
TIGD2,0.943366947
ACVR1,0.932092527
MGAT5,0.613750475
SFXN4,0.446554593
PDLIM2,0.736940917
SLMO2,1
FAM35A,0.82443445
RSBN1,0.6216966
CPSF7,0.832641944
TSNAX,0.397995698
HMOX1,6.67E-09
CPEB4,0.590177017
PARK7,0.556821631
DBI,0.044646846
KIAA0895L,0.006435217
TXNDC15,0.422657994
SLC7A11,0.792036817
NUDCD1,0.915775266
LRRC37BP1,0.435826453
7-Sep,0.642357271
TMEM214,0.646680965
TBC1D1,0.798483145
DPM1,0.764311981
GPR37,0.642372248
POLR3F,0.205246711
A1BG,0.735972391
RFNG,0.191821067
RPN2,0.042092852
TRMT12,0.22948677
RPAP2,0.144423366
ESF1,0.834160943
TIMP2,0.266057775
MTURN,0.304286844
WWC3,0.051318497
XPR1,0.660734042
PPP1R3F,0.79374393
PTPN11,0.978673135
RNF187,0.624961022
RUFY3,0.436005993
ARL2BP,0.902862178
HMCES,0.876503046
TIGD5,0.370306574
KIAA1549L,0.627756605
SMIM7,0.51559447
SV2A,0.61340315
SMIM8,0.198498862
EIF4A3,0.944231109
DDOST,0.707800844
MGMT,0.352713285
EGFR,0.899535024
TOMM20,0.250139345
DIP2C,0.764777604
ELFN1,0.484733836
LSM6,0.612630212
PLEKHG2,0.223768749
STK32C,0.719858517
TBL2,0.906722342
ACAD11,0.900783545
TSPYL2,0.398186045
TXNDC12,0.585416203
ATP5A1,0.156096348
MIR4435-1HG,0.065383224
BRIX1,1
FZR1,0.793691235
CCDC127,0.193542525
ASPHD2,0.457145151
KDSR,0.896489038
DNAJC6,0.911653346
DNAJC18,0.602438595
SIAH2,0.972260752
TRIM25,0.97747819
PRPF39,0.397817937
MTMR1,0.230319557
NAA10,0.767802885
RPL34,0.626341249
UCKL1,0.935776936
ADCYAP1R1,0.856201909
TMEM43,0.358860497
UBA5,0.632245865
AKAP6,0.034809113
CDC5L,0.993205727
RPS27L,0.047207023
ARHGEF19,0.572764665
CDC42EP3,0.613533643
RTFDC1,0.840803842
PPME1,0.947921713
P4HA2,0.655798945
SEPW1,0.856587486
CDK10,0.255520818
CITED4,0.417956392
BAD,0.227942177
DACH1,0.908667461
PPP1R12C,0.267608737
ERCC2,0.717523641
ZEB2,0.446708592
SLC22A17,0.432596469
RPL18,0.969067667
TOMM40L,0.612096709
GLA,0.953023293
C16orf70,0.466862793
TRAF3,5.39E-05
IPP,0.011625598
DNAJB9,0.838617167
FAM43A,0.215323611
SRD5A1,0.801482307
ADNP2,1
NAP1L1,0.027651206
CYB561D2,0.523055697
NUFIP1,0.733674957
RPF1,0.700874938
SIRPA,0.297850083
C9orf156,0.871573179
ELL,0.979673355
GNAS,0.979517849
HNRNPF,0.326989881
MIR7-3HG,0.856478169
RPS6KA2,0.779148204
SLC9A3R2,0.77985228
NPIPB5,0.373021403
MLEC,1
PEX3,0.519911664
KIAA0020,0.261674127
MIIP,0.584263879
CUL1,0.361153075
TPR,0.602438595
CLPB,2.79E-05
FZD3,0.612630212
SEZ6L2,0.243758412
SLC33A1,0.000272139
JPH3,0.075881759
CTC-338M12.4,0.072915812
RABGGTB,0.766299007
PDP1,0.741987422
HTATSF1,0.927800896
ANKZF1,0.851239491
PVT1,0.677128739
STX17,2.01E-07
RADIL,0.840881418
MRPS9,0.177967095
KLHL5,0.670691942
TUBB4B,0.950997555
CHSY3,0.730247305
NEUROD1,1
SUPT4H1,0.156064976
RPS16,0.601054587
SLC30A5,0.894352817
DHX40,0.591293878
STX5,0.167234568
DLG5,0.235535336
NME2,0.292531485
KPTN,0.435853691
NDUFA9,0.159191968
MON1B,0.005572844
NPR2,0.136129481
UBA3,0.871573179
PDXP,0.568506147
SUGP2,0.654093867
ADH5,0.750813657
SCAF11,0.32419307
DHX33,0.699759945
EZH1,0.80205032
PACS1,0.064227443
MEGF6,0.567312103
SNORD97,0.176002852
FANCI,0.822517157
RNF2,0.372940598
SPTAN1,0.723469829
CCZ1,0.972813026
ZNF776,0.402324549
USP36,0.979201352
SESTD1,0.730732516
HLTF,0.01892784
PPAPDC1A,0.468184331
RBM26,0.819299127
MIA3,0.204703145
STON1,0.771683961
MAK16,0.059488495
SMU1,0.555357114
SRSF2,0.023935771
GAS7,0.588142645
ZZEF1,0.599815958
UGDH,0.016321262
ASIC1,0.712560514
TXNRD1,0.287170035
SLK,0.939019559
IRS4,0.20019599
TM9SF3,0.457518252
STX1B,1.76E-13
MIR9-1,0.838712593
CC2D1B,0.756988171
ZNF516,0.725749898
CAP2,0.753387873
MMP15,0.390043854
PSMG2,0.713964935
MCMBP,0.758424336
CYB5R4,0.784012716
CAPN5,0.072875247
ATG4A,0.768969664
ZNF256,1
TNC,0.552676981
YARS2,0.757649291
UBE2Q2L,0.416387994
CMIP,0.609591132
DIAPH2,0.470761282
RYK,0.062426279
BET1,0.170815443
THAP8,0.170084822
LNX2,0.658144737
AIMP2,0.144027875
MAX,0.882881602
PHC1,0.854738831
CECR6,0.767662627
CRYZL1,0.213767844
C19orf10,0.978673135
MAP3K3,0.886956913
PDIA4,0.575253406
GABBR2,0.80008505
TRIP11,0.719094907
RPLP1,0.250143998
HIST1H4H,0.286051118
ATP6V1H,0.730278362
TDRD3,0.914613672
DCBLD2,0.97910731
PLCG2,0.40582577
MYO5A,0.145998922
NUDT11,0.215219024
GRIK3,0.731297933
KIF21A,0.852436144
TSPAN15,0.836372008
MIR4654,0.073312269
HSPB1,0.979374979
SNORD36B,0.900485629
RAB11FIP2,0.575878293
SEC22B,0.40951744
ELOVL5,0.606396131
NARFL,0.523872038
MTIF2,0.116582985
REXO2,0.312825947
ACAP3,0.044413154
MIR1260B,0.672231728
KIFC2,1
MRPS33,0.058750549
BECN1,0.070810507
VPS53,0.930351954
NOL8,6.96E-09
DICER1-AS1,1
INSIG1,0.677345247
NMNAT2,0.024403289
CHRNB2,0.852056998
SNORA8,1.01E-09
CUEDC2,0.832109135
TAX1BP3,0.771850509
DDT,0.723530523
SYNGR3,0.862835358
RPL7A,0.567629039
LOC550643,1.74E-05
MRPL12,0.046301597
MAGED4,0.552206831
EIF2AK2,0.661085902
PLA2G6,0.864359231
RAB1A,0.889317241
WDR11,0.033724133
MRS2,0.55909913
TSN,0.424787919
POLR1B,0.843426736
EIF3H,0.91317756
TMEM178B,1
CDH7,0.637103665
FAIM2,0.491245709
PRTG,0.717987121
PNPO,0.037060091
PIAS2,0.600204102
SH3BGRL3,0.786388466
TTC4,0.013112048
DTX1,0.281062652
CHCHD5,0.211927296
GDF10,0.476111019
RPL23AP82,0.675981781
TENM2,0.746394186
NUP85,0.27696621
WNK1,0.683336819
TEFM,0.646864804
NOG,1
TMUB1,0.758422357
GYG2,0.158310744
SRGAP3,0.953584005
CHUK,0.107712046
MAGT1,1
KIAA1467,0.487206852
RGS12,0.641437251
SLC37A3,0.654744324
KIAA1024,0.014326416
SCARNA17,0.643010884
IL17RC,0.504591747
CALU,0.659838923
DNTTIP1,4.92E-16
PPM1G,0.746603823
BNC2,0.669610771
NCAPD3,0.922674662
GRIPAP1,0.736228728
PAFAH1B3,1
HES4,0.890529379
AP3S2,0.330169963
CTDP1,0.742233744
10-Sep,0.637492809
TOX4,1
OIP5-AS1,0.930813709
SKIDA1,0.1196729
TMEM11,0.967881768
PCAT6,0.803768363
FBXL2,0.184957556
RRN3,0.900752053
PPAP2B,0.837977147
LRFN1,0.198498862
SRSF8,0.875967773
TAGLN2,0.808101038
PPP2R5A,0.000104974
COPE,0.982365125
BRAP,0.566183249
NXT1,0.471070471
PASK,0.336933995
CHID1,0.236928463
NOP16,0.83640349
STRIP1,0.379467994
TFDP1,0.399850419
ALDH9A1,0.048059381
RRM1,0.845587281
GSS,0.155288798
PSPC1,0.312233864
TFAM,1
CLDN7,0.140830532
ATP6V1D,0.863533929
ABCC5,0.295506359
POLH,0.003741935
C7orf60,0.000101356
DDX54,0.754646354
RAB2B,0.991369165
SORBS3,0.928471043
TRIL,0.696935268
NUP133,0.816302794
CEP44,0.706756661
RBX1,0.538340878
SORD,0.980011103
TRIP13,0.559946088
MAF1,0.865534139
C11orf84,0.284460059
EIF2S3,2.31E-15
TIMM17A,1
LOC100271836,0.900708672
SMARCA2,0.181984242
EMILIN2,0.144641649
SEMA3F,0.497038636
DDX27,0.950415698
ZNF485,0.000505321
DHRS4,0.529323055
WDR61,0.832455323
MCCC1,0.991771481
PRKACB,1.33E-08
CIDECP,0.927226254
WNT3,0.975073616
TOP1,0.960571468
MARK1,0.825296691
CBLN2,0.473826862
GNAI3,0.195152702
FAM98A,0.009192981
EXTL2,0.677551075
MRPL53,0.860555889
ZNF768,0.008049963
UTP11L,0.931614977
ATP5J,0.197188471
DHX30,0.557866723
SMARCD1,0.726526367
SLC2A13,0.084999725
WWOX,1
MIR4737,0.885856958
YME1L1,0.091765923
MRPL21,0.734898006
NDUFV3,0.799138878
ZNF622,0.045473224
UVRAG,0.850168784
RBBP8,0.300549781
MPPED2,0.933454031
CCNL2,1
NARS2,0.32102278
EXT1,0.371589486
STRN3,1
COPS5,0.643980833
WSCD2,0.563101454
KMT2B,0.000173026
PPIH,0.840487635
PIK3R4,0.589666084
TNK2,0.419185852
MIR4275,1.48E-09
SLC45A4,1
TSPAN5,0.877673303
LPCAT2,0.300375464
GINM1,0.86294788
RASSF2,0.29561314
IQSEC1,0.341653544
PTBP2,0.25040024
MMAB,2.57E-26
XRN2,0.942457219
KRBA1,0.482878544
RPS12,0.60350881
RTF1,0.455805318
POLR1C,0.357160905
SUPT16H,0.08689943
GATSL2,0.94863505
APCDD1,0.262330225
TTC12,0.320654035
TPST1,0.473240147
OSBPL11,0.251734825
LPHN1,0.872351782
LRRC20,0.318177351
MIR3653,0.484462003
BDKRB1,0.569181319
ABHD8,0.00122499
AAMDC,0.884662277
BZW1,0.764810701
PSMA4,0.78332811
LY6E,0.98066577
MECP2,0.832205125
CSTF3,0.000259905
DEF8,0.19919846
UPF2,0.442018349
PSMG3,0.525941705
DDX31,0.499590151
RRP9,0.395964083
HSPA8,0.991814143
GLI4,0.732156124
DCAF16,0.762656638
NOL6,0.279213792
SEC11A,0.676526275
OSBPL5,0.907275255
TGDS,0.929250542
CCDC130,0.926484321
DCUN1D2,0.860716764
HIST1H1E,0.326527319
SFT2D2,0.791163169
RAB39B,1.92E-06
EXOSC9,0.892864601
TPT1-AS1,0.374440477
NFASC,0.824175129
KLHL25,0.002466507
RBM45,0.847817465
MAP7D1,0.89479649
RBM39,0.043669229
FKBP1B,0.468421897
ORC2,0.441056999
TSPAN17,1
AFAP1,0.591504794
SNX13,0.090543871
PMS2P1,0.708572716
GPATCH2,0.94511861
ARL3,0.386651222
CELF5,0.280397972
RP11-14N7.2,0.334219625
ZNF395,0.639779304
UACA,0.102312181
MMP23B,0.537982521
RPE65,0.695854881
PPFIA3,0.03468283
ZNF250,0.986832498
SEMA5B,0.361769624
NFU1,0.561931587
TOR1AIP2,0.377483104
RIT1,0.877867232
TMEM59L,0.556026094
